Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 10610, 600, 30, 6610, FULL_HOUSE, 2, NORMAL
2222, 0, 399, 10, -4000, FOUR_OF_A_KIND, 6, NORMAL
3333, 31, 507, 10, -3969, FOUR_OF_A_KIND, 5, NORMAL
4444, 0, 349, 2, -4000, TWO_PAIR, 7, NORMAL
5555, 24, 566, 4, -3976, FLUSH, 4, NORMAL
6666, 7103, 600, 15, 3103, FULL_HOUSE, 3, NORMAL
7777, 3, 45, 5, -3997, TWO_PAIR, 8, NORMAL
8888, 14229, 600, 33, 10229, FULL_HOUSE, 1, NORMAL
