Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 4082, 600, 73, 82, FLUSH, 4, NORMAL
2222, 2271, 600, 49, -1729, FULL_HOUSE, 6, NORMAL
3333, 3815, 600, 81, -185, FOUR_OF_A_KIND, 5, NORMAL
4444, 2024, 600, 67, -1976, FULL_HOUSE, 7, NORMAL
5555, 5389, 600, 26, 1389, FLUSH, 2, NORMAL
6666, 9156, 600, 23, 5156, STRAIGHT, 1, NORMAL
7777, 5250, 600, 27, 1250, STRAIGHT, 3, NORMAL
8888, 13, 195, 19, -3987, FLUSH, 8, NORMAL
