Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 13213, 600, 25, 9213, FOUR_OF_A_KIND, 1, NORMAL
2222, 0, 442, 8, -4000, TWO_PAIR, 5, NORMAL
3333, 34, 169, 2, -3966, TWO_PAIR, 8, NORMAL
4444, 3547, 600, 4, -453, FULL_HOUSE, 4, NORMAL
5555, 0, 402, 4, -4000, FULL_HOUSE, 6, NORMAL
6666, 10948, 600, 15, 6948, FLUSH, 2, NORMAL
7777, 4256, 600, 39, 256, FULL_HOUSE, 3, NORMAL
8888, 2, 267, 16, -3998, FLUSH, 7, NORMAL
