Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 1943, 600, 13, -2057, TWO_PAIR, 6, NORMAL
2222, 38, 512, 14, -3962, STRAIGHT, 7, NORMAL
3333, 8329, 600, 36, 4329, FULL_HOUSE, 1, NORMAL
4444, 6047, 600, 12, 2047, THREE_OF_A_KIND, 3, NORMAL
5555, 0, 118, 2, -4000, TWO_PAIR, 8, NORMAL
6666, 5223, 600, 17, 1223, FULL_HOUSE, 4, NORMAL
7777, 2661, 600, 16, -1339, THREE_OF_A_KIND, 5, NORMAL
8888, 7759, 600, 28, 3759, FULL_HOUSE, 2, NORMAL
