Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 5210, 600, 45, 1210, FLUSH, 2, NORMAL
2222, 0, 151, 6, -4000, FULL_HOUSE, 8, NORMAL
3333, 23, 234, 3, -3977, TWO_PAIR, 7, NORMAL
4444, 0, 457, 5, -4000, THREE_OF_A_KIND, 3, NORMAL
5555, 0, 362, 4, -4000, STRAIGHT, 5, NORMAL
6666, 32, 414, 15, -3968, FULL_HOUSE, 4, NORMAL
7777, 26706, 600, 55, 22706, FULL_HOUSE, 1, NORMAL
8888, 29, 302, 23, -3971, FULL_HOUSE, 6, NORMAL
