Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 2792, 600, 93, -1208, FULL_HOUSE, 6, NORMAL
2222, 1734, 600, 37, -2266, FULL_HOUSE, 7, NORMAL
3333, 2901, 600, 70, -1099, FULL_HOUSE, 5, NORMAL
4444, 5898, 600, 39, 1898, FULL_HOUSE, 2, NORMAL
5555, 4360, 600, 21, 360, THREE_OF_A_KIND, 4, NORMAL
6666, 9311, 600, 41, 5311, FULL_HOUSE, 1, NORMAL
7777, 4970, 600, 41, 970, FOUR_OF_A_KIND, 3, NORMAL
8888, 34, 492, 60, -3966, STRAIGHT, 8, NORMAL
