Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 7856, 600, 17, 3856, FULL_HOUSE, 2, NORMAL
2222, 2780, 600, 10, -1220, STRAIGHT, 4, NORMAL
3333, 0, 488, 14, -4000, FOUR_OF_A_KIND, 7, NORMAL
4444, 0, 436, 4, -4000, FULL_HOUSE, 8, NORMAL
5555, 1440, 600, 4, -2560, TWO_PAIR, 6, NORMAL
6666, 13185, 600, 14, 9185, FULL_HOUSE, 1, NORMAL
7777, 1906, 600, 40, -2094, FULL_HOUSE, 5, NORMAL
8888, 4833, 600, 40, 833, FOUR_OF_A_KIND, 3, NORMAL
