Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 2382, 600, 29, -1618, FULL_HOUSE, 3, NORMAL
2222, 1, 349, 15, -3999, FULL_HOUSE, 5, NORMAL
3333, 29, 202, 8, -3971, FULL_HOUSE, 6, NORMAL
4444, 0, 514, 8, -4000, FULL_HOUSE, 4, NORMAL
5555, 0, 125, 2, -4000, TWO_PAIR, 8, NORMAL
6666, 0, 181, 2, -4000, TWO_PAIR, 7, NORMAL
7777, 21077, 600, 43, 17077, FULL_HOUSE, 1, NORMAL
8888, 8511, 600, 35, 4511, FULL_HOUSE, 2, NORMAL
