Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 7145, 600, 63, 3145, FULL_HOUSE, 1, NORMAL
2222, 4055, 600, 39, 55, FLUSH, 5, NORMAL
3333, 5739, 600, 81, 1739, FULL_HOUSE, 2, NORMAL
4444, 2853, 600, 70, -1147, FULL_HOUSE, 6, NORMAL
5555, 327, 600, 17, -3673, FULL_HOUSE, 8, NORMAL
6666, 5604, 600, 19, 1604, STRAIGHT, 3, NORMAL
7777, 4941, 600, 42, 941, FULL_HOUSE, 4, NORMAL
8888, 1336, 600, 78, -2664, FLUSH, 7, NORMAL
