Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 2596, 600, 75, -1404, FULL_HOUSE, 5, NORMAL
2222, 5212, 600, 41, 1212, FULL_HOUSE, 3, NORMAL
3333, 2061, 600, 79, -1939, FULL_HOUSE, 7, NORMAL
4444, 7038, 600, 56, 3038, FULL_HOUSE, 2, NORMAL
5555, 7498, 600, 35, 3498, FULL_HOUSE, 1, NORMAL
6666, 2427, 600, 29, -1573, FLUSH, 6, NORMAL
7777, 5168, 600, 39, 1168, STRAIGHT, 4, NORMAL
8888, 0, 226, 40, -4000, FLUSH, 8, NORMAL
