Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 32, 135, 6, -3968, TWO_PAIR, 7, NORMAL
2222, 10, 132, 4, -3990, FULL_HOUSE, 8, NORMAL
3333, 0, 331, 8, -4000, THREE_OF_A_KIND, 5, NORMAL
4444, 0, 376, 5, -4000, THREE_OF_A_KIND, 4, NORMAL
5555, 6341, 600, 14, 2341, FULL_HOUSE, 2, NORMAL
6666, 28, 252, 8, -3972, THREE_OF_A_KIND, 6, NORMAL
7777, 23552, 600, 37, 19552, STRAIGHT, 1, NORMAL
8888, 2037, 600, 28, -1963, FULL_HOUSE, 3, NORMAL
