Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 12740, 600, 51, 8740, FOUR_OF_A_KIND, 2, NORMAL
2222, 24, 217, 9, -3976, FULL_HOUSE, 7, NORMAL
3333, 0, 228, 7, -4000, THREE_OF_A_KIND, 6, NORMAL
4444, 0, 182, 3, -4000, TWO_PAIR, 8, NORMAL
5555, 0, 402, 5, -4000, FULL_HOUSE, 3, NORMAL
6666, 0, 396, 19, -4000, STRAIGHT, 4, NORMAL
7777, 19231, 600, 61, 15231, FULL_HOUSE, 1, NORMAL
8888, 5, 386, 33, -3995, FULL_HOUSE, 5, NORMAL
